new_comments,sentiment
fact do not care feeling completely ignore psychology chromosome determine physical body psychology,0
cut go home ambulance man come,1
typical resorting violence defence someone happens speak true fact,1
ben shapiro actually one brave logical person debate crazy people actually support delusional people fear,1
never meet someone come home ambulance,1
getter ben one care personal feelingswe do pity party want manly inappropriate like itshow much testosterone still pump therenothe attention getter,1
ben identify someone believe man man woman woman totally discriminate belief truth one god anyway identification separateness whole root suffer,1
ben identify someone believe man man woman woman totally discriminate belief truth one god anyway identification separateness whole root suffer,1
well exactly ladylike take manly hand probably use seinfeld episode guest shoulder sir mention ludicrous tool speak fairness nothing fair make threat physical violence utter hypocrite,1
know love fact man claim woman resort male type threat grab shapiro neck make threat violence one idiot step bullsht,1
gay angry change biology benefit healthy discussion know already wrong gay course common sense,1
fact feeling,0
false advertising,1
yuck,1
moment worth million,0
moment prove point stop debate,1
chromosome mean male female look like day,0
that s fair life be not equality reality,0
god good,0
since come transgender hard thing,1
fact fact,1
truth never rude,1
freakin lady right,0
soon put hand ben neck assault charge,1
think zoey know ambulance work,0
cut right you ll go home ambulance man thing whatever body however trick mind haha,0
find nothing brave man wear dress makeup,0
would go home ambulance take hospital,0
think shapiro closet think transgender one come,1
ben run mouth like rude little bully grab scruff neck like rude little boy prove snivel coward like bully fact care feeling someone call nastiness petrified fear,1
hey zoe sound like bitch ass dude,1
man want woman want feeling hear care,0
ben shapiro do not give fuck bro lmao,1
okay fact people try justify zoe threaten ben rude absolutely absurd,1
get mad support argument simply enough educate thank mr shapiro catholic man,0
,1
jordan peterson oppress argument apply,1
ben sue heshe bitch,1
man feminine quality still man try hard woman though,1
big big big trouble invite horrible chastisement ever know experienced earth come we boil sore suffer unimaginable turn back truth trade lie seasoned pride end complete way terrible people anyone blame godwho admonish we plead we come sense get kaitlyn jenner threaten people ambulance rideyou get host say insult punishment complete quick enough left alive bury stink dead,1
fucking stupid,1
polite pronoun lol many classic one clip,0
bro lose,1
rude ah yes know someone rude warrant threaten physically attack get love tolerant leave,1
go mike obama physical gender dress change fact bear male,1
never whole person abuse never answer run away truth therapist care purposely manipulate idea truth bet laugh way bank insensitive idiot let believe nonreality idea other want play force other accept serve master serve godor serve mamon make choice quit throw false belief everyone else,1
black guy say train good luck explain kid call man fuke pussy,0
ben correct guy end say know call sir would offensive well yeah give fuck political correctnessi woman send home ambulancego ahead get sue everything,1
ben logical person group weenie dr draw coward speak science,1
care transgender,0
mike catherwood bitch end,1
wisdom world foolishness god corinthian live bible woe drag sin behind like bullock rope even mock holy one israel dare lord punish hurry punish we lord say want see say right wrong wrong right black white white black bitter sweet sweet bitter isaiah live bible may well know timothy last day go difficult christian people love money proud boastful sneer god disobedient parent ungrateful thoroughly bad hardheade never give other constant liar troublemaker think nothing immorality rough cruel sneer try good betray friend hotheade puffed pride prefer good time worship god go church yes will not really believe anything hear do not take people like timothy live bible nuff say,1
transgender people need stop play make believe get back reality,1
