author,text,classification
@INEEDMOREBLEACH,A woman wouldnt grab a mans neck and tell him he'll go home in an ambulance cuz something he saud upset her.,0.0
@Hinzey98,"Zoey is not a woman he is a male, with male hormones organs bone structure, bone density and Chromosomes XY.",1.0
@Trujillo4u,This is bull sh this is bull shi,1.0
@RiceBoy1975,2:11 that was funny,0.0
@andrewfields8556,Dang... what world am I living in. We are living in a circus and the joke is on us!,0.0
@iangriffiths7214,Its a bloke in a dress end of,1.0
@adonai383,He,0.0
@rossanapineda7949,Just seeing that guy dressed in woman's clothes makes me sick. He's disgusting!!,1.0
@Daxx_lamb,Where can I find full video,0.0
@cynthiamorales9453,Yea HE really acted like a woman ðŸ™„,1.0
@gabrielknights,Everyone on stage is AFraid to be on that train...  Our kids will not be doom...,0.0
@gabrielknights,I'm not on that train...?  Would you date him/her/male/crazy???,1.0
@7empest269,"Personally insults person to his right, gets a threat back after he talked over the most offended person by his own comment. And backtracks to play the victim afterwards.",0.0
@jimmyblanka6025,Assault.,1.0
@szpinaktof,ðŸ³ï¸â€ðŸŒˆ are liars!,
@RobertSpradlin,Good for her. ðŸŽ‰,0.0
@TheCmac1966,I love when Ben Shapiro is exposed for tge little bitch he is. Zoe Tur is twice tge man AND woman Shapiro will ever be.,1.0
@teaganlampe9443,these comments are full of brainwashed cis male misogynists. so sad.,1.0
@teaganlampe9443,SHE ATE HIM TF UP â¤â¤â¤,
@myyyles,Ben just shouldâ€™ve gendered her correctly. ðŸ¤·ðŸ»â€â™‚ï¸ Go her!,1.0
@Sagegabs,I'm on Ben's side but it was hilarious to see his face when the big dud with long hair threatened him ðŸ˜‚,1.0
@cn-wk1cx,Zoey you donâ€™t threaten to go home in an ambulance. You go to hospital in an ambulance. ðŸ˜‚ðŸ˜‚ðŸ˜‚,0.0
@cn-wk1cx,Zoey is unfemine in ambulance threat,1.0
@argav_redv,"If I was Ben on that spot, I would just ""Now he's come out, now we're talking""",0.0
@antmanatthemoment7233,"Saying something you don't like is not a justification for threatening that person with violence, that just shows that you're a thin skinned bully",1.0
@oisinm332,"Ah yes, I feel I am something somehow means I am that thing. No that is not how reality works.",0.0
@tonilong3624,What a horrible person.....how dare he touch him AND EVERYONE KNOWS you dont go home in an ambulance you go to hospital....,1.0
@colliric,"About the only time I agreed with Ben Neocon Shapiro.

He was the better man choosing to make a joke about the highly masculine threat. ðŸ˜‚ðŸ˜‚ðŸ˜‚",1.0
@cashbabies2914,I donâ€™t like how the whole panel acted as if he was the delusional one. They were/are scared to tell it like it is to protect their jobs & rep,0.0
@williamkelly5567,All sinners need to REPENT.death comes for us all,1.0
@williamkelly5567,Attention Zoe. God made you a man.when you die.your bones will say you are a man.  Did Satan tell you how to answer that,1.0
@williamkelly5567,What does God Almighty say about you,0.0
@laccosta,"Para ser justo vc chamou ele de ele, entao ele pode te matar.",
@laccosta,"O cara com medinho ""nao to nesse trem""",
@mattbarnes1739,All these trans need a fucking wake up call,1.0
@Getthetruth5,Facts are facts,0.0
@DexterMorgan-o1t,Ben Shapiro was afraid disprove he's coward he's the definition of beta hes not he's definitely not a alpha male,1.0
@horimo8920,This interview with everyone in the room (except ben) aged like milk. ðŸ¤¢,1.0
@ant5963,this made bens career,0.0
@mariadinn4441,Physical assault on a political debate?!  Catilyn revealed herself as the coward that she is.,1.0
@szpinaktof,He or she is so aggresive.,1.0
@conorglennon2064,There are no nonbinary it doesn't exist,0.0
@charliefu1104,Still a male. Years after his death his bone structure will be clasified as a male.,1.0
@crisantosnazario3051,"The ""creep"" that threatened Ben Shapiro with, ""You will be going home in an ambulance"", ... did not make sense...Ambulances take you to a hospital, not your home.",1.0
@hasanalmamun7842,Thus the man comes out,0.0
@harambe5131,Lmao calling Dr.Drew a doctor is like calling me King Kong,1.0
@exbronco,America really is fucked.,1.0
@175bpmjumpupnurofunk2,Zoe is a real man ðŸ˜‚,0.0
@windsurfingwallstreet6102,"If "" she "" is so committed, then ""she"" should remove "" her "" balls and penis, then  she is truly committed.",1.0
@victorcoria1122,I was a moose once,1.0
@Ex-Muslim_aamir,Well depicted in South Park season 19 episode 1,0.0
@chuckchizzle,He should have taken the opportunity to slap that bish.,1.0
@billypoker7822,That transgender dude who is twice Benâ€™s size hreatening to beat him into an ambulance is so brave.,0.0
@billypoker7822,That transgender dude who is twice Benâ€™s size,0.0
@billypoker7822,Transgender,
@billypoker7822,"That transgender dude who is twice Benâ€™s size, threatening to beat him into an ambulance is so brave.",0.0
@oliver69cork46,Thats the difference between intelligence and being a brute bully disguised as a 'woman'!!,0.0
@susanthejew6351,zoey tur(d),1.0
@donallen7313,All you right-wing thumbsuckers are snowflakes and I wouldâ€™ve killed to see Ben get his ass kicked,1.0
@hi_hello691,Look how aggressive he is because he is a male not a female..,1.0
@kakameng2612,Delusion dead ON !,1.0
@kakameng2612,Bravest thing you can do lol yeah cutting off your cannoli and balls isnâ€™t brave itâ€™s fucking crazy lol,1.0
@CharlieTurner-u5c,Mate no more bloody debates just get it on already you bloody loons ben shapiro is so bloody in love with them its funny ooh you are icky you have a weenie lady,1.0
@charliee5970,Great news!! This ex Navy Seal detransitioned and renounced transgenderism as a cult. Sweet victory,1.0
@icedog731,Hahhahaha Ben is so soft itâ€™s amazing,0.0
@babybat_69,She slayed fr,0.0
@nsdlsarn,Is a Man period!,0.0
@ShowToddSomeLove,You can tell he thinks of her as a woman because he wouldn't dare talk to a man that way,0.0
@omnisomniferum,That man zoey tur is a scumbag.,1.0
@nibornnyw3185,"That guy is a bully, like all of them.",1.0
@RandomRads,"Isnâ€™t pedophilia a sexual orientation just like hetero, homo or animal intercourse?

My pronouns: 
Ik/Ikswa/Ikswak
Now pronounce properly or else Iâ€™ll be offended.
Oh! by the way pronouns are subject to change without a prior notice. Go figure! ðŸ˜…",1.0
@derekstaplin1007,"Thank You, Ben! As  once said: ""Let the facts be submitted to a candid world.""",0.0
@devoiddude,"2:08 charming and not one them called HIM on it, yes i called him a he because guess he has a penis and he's a man!",1.0
@devoiddude,"its not her its him, moron.",1.0
@daniwhite3027,Ben stood his ground.,0.0
@LAKERS4LIFE247,ðŸ˜‚,
@doodleng-lz2pd,So a mice can get an elephant pregnant. Cause the mice identify as an elephant. What happened to common sense!,1.0
@Tsagia,"Mascular guy who pretends to be a woman,threatens Shapiro: ""You'll go home in an ambulance"". Remember that episode from Southpark with the Strong Woman competition?",0.0
@madronepascal142,The thing in the middle is disgusting! What a creature ! Threatening someone like a man would and then saying donâ€™t call me sir! ðŸ˜‚ðŸ˜‚ðŸ˜‚ weirdo,1.0
@wsnt,LMAO,
@ItsAdamFleming,Zoey is a fucking legend,1.0
@leemayjr6725,"Imagine if everyone straight said that to any gay person they came in contact with ,â€ cut that out now or you will go home in a ambulanceâ€",1.0
@vernsterkcufouy1462,"He, she, they ,it,  threatened bodily harm.  I would have pressed charges. Not very lady like.  That's because he's not a lady.  That's the male testosterone talking.",1.0
@Destinyk775,"Fun fact: an ambulance doesn't take u home...it takes u to a hospital ðŸ˜‚

Zoey (Bob) is an idiotðŸ˜‚ðŸ˜‚",1.0
@chinmaypande6964,"â€œBeing trans is the bravest thing u can doâ€ absolutely true fighting wars, working on oil rigs and going to space is for cowards",1.0
@yerdadsellsavon5630,This is battery. But charging would be scandalous,0.0
@elonif4125,I just want to wish everyone who reads this a great day. Thought it would be nice to have a tiny bit positivity.,0.0
@brenthill3241,They lose it when it comes down to thuggery,0.0
@gootyobt2032,"I wish Ben would have said, ""Ambulences dont take you home, they take you to a hospital."" ðŸ˜‚",0.0
@crash_the_agitator,"Call me out of pocket on live TV and I'm beating your ass.

Frankly, Ben got off light.",1.0
@davidesgro2193,This person threatens violence because Ben Shapiro says something that they donâ€™t like ??  And the people around this person defend this persons actions ?   Itâ€™s ridiculous bullying,1.0
@tsgtezzy,"Board Girls
South Park: Season 23, Episode 7",0.0
@riffwizardsupreme,ben the twerp incapable of satisfying women (let alone his own wife),1.0
@keifer7813,How can you let another man grab you by the neck like that ðŸ˜‚,0.0
@leeorelirone8540,Itâ€™s rude for Ben to say â€œyou are not a biological womanâ€ but he /she can tell him â€œ go home in an ambulance â€œ lol crazy,0.0
@LeFam84,so womenlike,0.0
@des9772,Wonder what zoe turd is doing now,0.0
@ericsimonson8540,"They ganged up on Ben, but heâ€™s right and they are delusional. Sad people go along with this feeding into their delusionâ€¦",0.0
@Mikekramercomedy,"""You're not being polite to the pronouns."" The most ridiculous statement in the history of television.",1.0
@ÐÐ¸ÐºÐ¾Ð»Ð°Ð‘Ð¾Ð´ÑƒÑ€Ð¾Ð²-Ñ€2Ñ‚,"""I am gonna call IT, she""ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚",
@wildlifecasas746,Thatâ€™s a sir there no maâ€™am there,0.0
@HELL77,I really hope that lady is a man and not a lady.,1.0
@Jhas14ducks,Ben Shapiro may be a bit of a bellend sometimes and may be a bit cocky but 1. Heâ€™s pretty funny to watch sometimes and 2. Ngl he isnâ€™t always wrong,1.0
@3runjosh,the black dude is the biggest woman in the room,1.0
@tellydianadayondon6534,The only sane person in this table is BS haha...,0.0
@tigerlily48,Hahaha you cut that out or you will send to hospitals hahaha,0.0
@activate43,"you are gay, staaay on that veeerrrryyy wiiiiiiiiide spectrum of gayness you are standing on... dont insist penised peopel to be women because it is fraud..",1.0
@jaesall3519,The ninja seating on the left have been brainwashed,1.0
@gavinnewscum,WTF kind of dude pretends to be a woman. Enough of this perverted nonsense.,1.0
@dashingelsewhere,"""You knew that saying that would be egregiously insulting""...just like Hamas knew that Israel would retaliate when they carried out the October 7 attack",1.0
@cameronfolkestad6351,Queen shit,1.0
@jasonwong7140,"This ""woman"" still got that testosterone.",1.0
@jasonwong7140,"""so what're your genetics, Mrs. Doubtfire?"" ðŸ˜‚",0.0
@benjaminwhite3422,God I would pay good money to see Zoey fight ShepiroðŸ˜‚,1.0
@aba100able,The guy who was dressed like a woman got so upset...,0.0
@monsterenergymayonaise2222,Gender is irrelevant to biology and sex. Gender is social. You address people socially.,0.0
@monsterenergymayonaise2222,Gender is irrelevant to biology and sex. Gender is social. You address people socially.,0.0
@exclusive_148,disgusting devils.  Absolutely disgusting.,1.0
@angryboxingfan,"To be fair youâ€™re rude so you should go home in an ambulance. 

Wtf did I just watch.",1.0
@angryboxingfan,"Being transgender is the bravest thing you can do lol wonder what policemen , firemen , lifeguards ect think of that comment.",0.0
@nathandiefenbach1274,Shapiro is such a smarmy shite.,0.0
@MontourR,Ben Shapiro is right with this one,0.0
@Pswaggy11,Agreed with Ben itâ€™s basic 5th grade science on the chromosomes and boy and girl dates to preschool,1.0
@sergeantmason,Whats the mans problem,0.0
@yeehawbabey3044,Need ben shapiro to get the shit kicked out of him in a cage match w this lady. Talk shit get hit bitchboy!!,1.0
